probe_country,service_id,service_class,deployment_type,path_scope_stratum,total_valid_traces,mappable_traces,traces_with_feasible_submarine_corridor_candidates,submarine_candidate_exposure_rate,any_candidate_exposure_rate,inter_region_candidate_exposure_rate,domestic_inter_region_candidate_exposure_rate,international_inter_region_candidate_exposure_rate,intra_region_candidate_rate,submarine_exposed_traces,service_physical_exposure_rate,mappable_trace_rate,unique_probes,unique_probe_asns,unique_target_ips,unique_target_asns,service_entry_resolution_rate,sufficient_trace_observation,country_fallback_share,sufficient_network_transition_resolution,auditable_paper_case,observation_sufficiency_reason,failed_thresholds
ID,A-Root,dns_root,anycast,all_publicly_visible,71,71,64,0.9014084507042254,0.9577464788732394,0.9014084507042254,0.8591549295774648,0.3380281690140845,0.8873239436619719,64,0.9014084507042254,1.0,70,54,1,1,0.0,True,0.11278195488721804,True,True,auditable,
NO,A-Root,dns_root,anycast,all_publicly_visible,64,62,50,0.78125,0.796875,0.78125,0.765625,0.015625,0.1875,50,0.78125,0.96875,64,27,1,1,0.0,True,0.0,True,True,auditable,
NZ,A-Root,dns_root,anycast,all_publicly_visible,90,89,63,0.7,0.9888888888888889,0.7,0.5555555555555556,0.5222222222222223,0.9555555555555556,63,0.7,0.9888888888888889,90,27,1,1,0.0,True,0.006993006993006993,True,True,auditable,
SG,A-Root,dns_root,anycast,all_publicly_visible,105,93,72,0.6857142857142857,0.6857142857142857,0.6857142857142857,0.6857142857142857,0.08571428571428572,0.6857142857142857,72,0.6857142857142857,0.8857142857142857,105,51,1,1,0.0,True,0.025210084033613446,True,True,auditable,
HK,A-Root,dns_root,anycast,all_publicly_visible,53,52,32,0.6037735849056604,0.8679245283018868,0.6037735849056604,0.6037735849056604,0.33962264150943394,0.8679245283018868,32,0.6037735849056604,0.9811320754716981,53,34,1,1,0.0,True,0.10344827586206896,True,True,auditable,
PH,A-Root,dns_root,anycast,all_publicly_visible,50,46,26,0.52,0.56,0.52,0.38,0.46,0.38,26,0.52,0.92,50,31,1,1,0.0,True,0.05454545454545454,True,True,auditable,
IN,A-Root,dns_root,anycast,all_publicly_visible,115,98,55,0.4782608695652174,0.4782608695652174,0.4782608695652174,0.41739130434782606,0.2782608695652174,0.4,55,0.4782608695652174,0.8521739130434782,114,52,1,1,0.0,True,0.10465116279069768,True,True,auditable,
AU,A-Root,dns_root,anycast,all_publicly_visible,223,181,105,0.47085201793721976,0.6591928251121076,0.47085201793721976,0.43946188340807174,0.05829596412556054,0.6591928251121076,105,0.47085201793721976,0.8116591928251121,223,65,1,1,0.0,True,0.04430379746835443,True,True,auditable,
FI,A-Root,dns_root,anycast,all_publicly_visible,143,136,60,0.4195804195804196,0.4195804195804196,0.4195804195804196,0.08391608391608392,0.34965034965034963,0.02097902097902098,60,0.4195804195804196,0.951048951048951,143,55,1,1,0.0,True,0.0,True,True,auditable,
ES,A-Root,dns_root,anycast,all_publicly_visible,194,142,39,0.20103092783505155,0.21649484536082475,0.20103092783505155,0.010309278350515464,0.19072164948453607,0.020618556701030927,39,0.20103092783505155,0.7319587628865979,194,64,1,1,0.0,True,0.0,True,True,auditable,
CA,A-Root,dns_root,anycast,all_publicly_visible,224,207,44,0.19642857142857142,0.24553571428571427,0.19642857142857142,0.13839285714285715,0.17410714285714285,0.21428571428571427,44,0.19642857142857142,0.9241071428571429,224,80,1,1,0.0,True,0.12745098039215685,True,True,auditable,
SE,A-Root,dns_root,anycast,all_publicly_visible,175,162,33,0.18857142857142858,0.21714285714285714,0.18857142857142858,0.1657142857142857,0.022857142857142857,0.16,33,0.18857142857142858,0.9257142857142857,174,61,1,1,0.0,True,0.0,True,True,auditable,
US,A-Root,dns_root,anycast,all_publicly_visible,1451,1363,40,0.027567195037904894,0.09303928325292901,0.027567195037904894,0.026188835286009647,0.0027567195037904893,0.07580978635423846,40,0.027567195037904894,0.9393521709166093,1451,427,1,1,0.0,True,0.2987012987012987,True,True,auditable,
