probe_country,service_id,path_scope_stratum,total_atomic_segments,uniquely_resolved_segments,bounded_candidate_set_segments,no_matched_corridor_segments,insufficiently_resolved_segments,rtt_conclusive_segments,rtt_inconclusive_segments,uniquely_resolved_share,bounded_candidate_set_share,no_matched_corridor_share,insufficiently_resolved_share
?,E-Root,all_publicly_visible,14,0,0,8,6,8,6,0.0,0.0,0.5714285714285714,0.42857142857142855
AD,E-Root,all_publicly_visible,14,0,0,4,10,8,6,0.0,0.0,0.2857142857142857,0.7142857142857143
AD,E-Root,resolved_entry_only,14,0,0,4,10,8,6,0.0,0.0,0.2857142857142857,0.7142857142857143
AE,E-Root,all_publicly_visible,144,6,0,82,56,100,44,0.041666666666666664,0.0,0.5694444444444444,0.3888888888888889
AE,E-Root,resolved_entry_only,84,0,0,65,19,62,22,0.0,0.0,0.7738095238095238,0.2261904761904762
AF,E-Root,all_publicly_visible,85,4,0,29,52,60,25,0.047058823529411764,0.0,0.3411764705882353,0.611764705882353
AF,E-Root,resolved_entry_only,28,4,0,8,16,20,8,0.14285714285714285,0.0,0.2857142857142857,0.5714285714285714
AL,E-Root,all_publicly_visible,266,0,0,152,114,193,73,0.0,0.0,0.5714285714285714,0.42857142857142855
AL,E-Root,resolved_entry_only,57,0,0,37,20,36,21,0.0,0.0,0.6491228070175439,0.3508771929824561
AM,E-Root,all_publicly_visible,144,0,0,94,50,116,28,0.0,0.0,0.6527777777777778,0.3472222222222222
AM,E-Root,resolved_entry_only,48,0,0,34,14,39,9,0.0,0.0,0.7083333333333334,0.2916666666666667
AO,E-Root,all_publicly_visible,94,0,0,51,43,69,25,0.0,0.0,0.5425531914893617,0.4574468085106383
AO,E-Root,resolved_entry_only,12,0,0,5,7,11,1,0.0,0.0,0.4166666666666667,0.5833333333333334
AR,E-Root,all_publicly_visible,443,0,0,251,192,321,122,0.0,0.0,0.5665914221218962,0.43340857787810383
AR,E-Root,resolved_entry_only,146,0,0,97,49,98,48,0.0,0.0,0.6643835616438356,0.3356164383561644
AT,E-Root,all_publicly_visible,2180,0,0,1630,550,1559,621,0.0,0.0,0.7477064220183486,0.25229357798165136
AT,E-Root,resolved_entry_only,1207,0,0,898,309,861,346,0.0,0.0,0.743993371996686,0.256006628003314
AU,E-Root,all_publicly_visible,2372,9,4,1096,1263,1575,797,0.0037942664418212477,0.0016863406408094434,0.4620573355817875,0.5324620573355818
AU,E-Root,resolved_entry_only,441,2,0,132,307,287,154,0.0045351473922902496,0.0,0.29931972789115646,0.6961451247165533
AX,E-Root,all_publicly_visible,20,4,2,10,4,11,9,0.2,0.1,0.5,0.2
AX,E-Root,resolved_entry_only,15,2,1,8,4,9,6,0.13333333333333333,0.06666666666666667,0.5333333333333333,0.26666666666666666
AZ,E-Root,all_publicly_visible,105,0,0,53,52,78,27,0.0,0.0,0.5047619047619047,0.49523809523809526
AZ,E-Root,resolved_entry_only,34,0,0,10,24,28,6,0.0,0.0,0.29411764705882354,0.7058823529411765
BA,E-Root,all_publicly_visible,139,0,0,103,36,97,42,0.0,0.0,0.7410071942446043,0.2589928057553957
BA,E-Root,resolved_entry_only,127,0,0,99,28,89,38,0.0,0.0,0.7795275590551181,0.2204724409448819
BB,E-Root,all_publicly_visible,13,1,0,8,4,11,2,0.07692307692307693,0.0,0.6153846153846154,0.3076923076923077
BD,E-Root,all_publicly_visible,78,0,0,36,42,66,12,0.0,0.0,0.46153846153846156,0.5384615384615384
BD,E-Root,resolved_entry_only,66,0,0,34,32,57,9,0.0,0.0,0.5151515151515151,0.48484848484848486
BE,E-Root,all_publicly_visible,1357,0,0,786,571,1019,338,0.0,0.0,0.5792188651436994,0.42078113485630064
BE,E-Root,resolved_entry_only,443,0,0,259,184,315,128,0.0,0.0,0.5846501128668171,0.4153498871331828
BF,E-Root,all_publicly_visible,46,0,0,22,24,28,18,0.0,0.0,0.4782608695652174,0.5217391304347826
BF,E-Root,resolved_entry_only,46,0,0,22,24,28,18,0.0,0.0,0.4782608695652174,0.5217391304347826
BG,E-Root,all_publicly_visible,626,0,0,445,181,463,163,0.0,0.0,0.7108626198083067,0.28913738019169327
BG,E-Root,resolved_entry_only,229,0,0,160,69,167,62,0.0,0.0,0.6986899563318777,0.30131004366812225
BH,E-Root,all_publicly_visible,63,0,0,8,55,46,17,0.0,0.0,0.12698412698412698,0.873015873015873
BH,E-Root,resolved_entry_only,6,0,0,2,4,3,3,0.0,0.0,0.3333333333333333,0.6666666666666666
BI,E-Root,all_publicly_visible,22,0,0,20,2,18,4,0.0,0.0,0.9090909090909091,0.09090909090909091
BI,E-Root,resolved_entry_only,22,0,0,20,2,18,4,0.0,0.0,0.9090909090909091,0.09090909090909091
BJ,E-Root,all_publicly_visible,108,2,0,80,26,81,27,0.018518518518518517,0.0,0.7407407407407407,0.24074074074074073
BJ,E-Root,resolved_entry_only,56,2,0,40,14,42,14,0.03571428571428571,0.0,0.7142857142857143,0.25
BL,E-Root,all_publicly_visible,4,0,0,4,0,4,0,0.0,0.0,1.0,0.0
BL,E-Root,resolved_entry_only,4,0,0,4,0,4,0,0.0,0.0,1.0,0.0
BO,E-Root,all_publicly_visible,232,4,0,124,104,150,82,0.017241379310344827,0.0,0.5344827586206896,0.4482758620689655
BO,E-Root,resolved_entry_only,67,0,0,37,30,48,19,0.0,0.0,0.5522388059701493,0.44776119402985076
BR,E-Root,all_publicly_visible,1011,14,0,436,561,703,308,0.013847675568743818,0.0,0.43125618199802174,0.5548961424332344
BR,E-Root,resolved_entry_only,4,0,0,4,0,2,2,0.0,0.0,1.0,0.0
BT,E-Root,all_publicly_visible,12,0,0,10,2,8,4,0.0,0.0,0.8333333333333334,0.16666666666666666
BT,E-Root,resolved_entry_only,12,0,0,10,2,8,4,0.0,0.0,0.8333333333333334,0.16666666666666666
BW,E-Root,all_publicly_visible,20,0,0,14,6,12,8,0.0,0.0,0.7,0.3
BW,E-Root,resolved_entry_only,20,0,0,14,6,12,8,0.0,0.0,0.7,0.3
BY,E-Root,all_publicly_visible,370,0,0,297,73,255,115,0.0,0.0,0.8027027027027027,0.1972972972972973
CA,E-Root,all_publicly_visible,3248,15,61,2025,1147,2195,1053,0.004618226600985222,0.018780788177339903,0.6234605911330049,0.35314039408866993
CA,E-Root,resolved_entry_only,1272,0,28,735,509,841,431,0.0,0.0220125786163522,0.5778301886792453,0.4001572327044025
CD,E-Root,all_publicly_visible,28,0,0,22,6,19,9,0.0,0.0,0.7857142857142857,0.21428571428571427
CD,E-Root,resolved_entry_only,28,0,0,22,6,19,9,0.0,0.0,0.7857142857142857,0.21428571428571427
CG,E-Root,all_publicly_visible,46,0,0,20,26,31,15,0.0,0.0,0.43478260869565216,0.5652173913043478
CG,E-Root,resolved_entry_only,10,0,0,4,6,5,5,0.0,0.0,0.4,0.6
CH,E-Root,all_publicly_visible,3692,0,0,2903,789,2693,999,0.0,0.0,0.7862946912242686,0.21370530877573132
CH,E-Root,resolved_entry_only,679,0,0,534,145,481,198,0.0,0.0,0.7864506627393225,0.21354933726067746
CI,E-Root,all_publicly_visible,22,0,0,4,18,16,6,0.0,0.0,0.18181818181818182,0.8181818181818182
CI,E-Root,resolved_entry_only,14,0,0,2,12,10,4,0.0,0.0,0.14285714285714285,0.8571428571428571
CK,E-Root,all_publicly_visible,7,0,0,5,2,6,1,0.0,0.0,0.7142857142857143,0.2857142857142857
CL,E-Root,all_publicly_visible,796,12,0,276,508,568,228,0.01507537688442211,0.0,0.34673366834170855,0.6381909547738693
CL,E-Root,resolved_entry_only,468,4,0,166,298,349,119,0.008547008547008548,0.0,0.3547008547008547,0.6367521367521367
CM,E-Root,all_publicly_visible,18,0,2,10,6,12,6,0.0,0.1111111111111111,0.5555555555555556,0.3333333333333333
CM,E-Root,resolved_entry_only,8,0,2,6,0,5,3,0.0,0.25,0.75,0.0
CN,E-Root,all_publicly_visible,1313,30,14,851,418,917,396,0.02284843869002285,0.010662604722010662,0.6481340441736482,0.31835491241431835
