country,corridor_id,corridor_label,observation_mass,raw_segment_count_with_corridor_feasible,unique_atomic_segments,unique_traceroutes,unique_probes,unique_probe_asns,group_unique_probes,group_unique_probe_asns,share_of_country_observation_mass,rank_within_country,is_top1_corridor,is_top2_corridor,is_top3_corridor,domestic_segment_mass,international_segment_mass
AE,landing_region_1392e3aea9b8::landing_region_8dc97f28b4d0,"Fujairah, United Arab Emirates -> Sharjah, United Arab Emirates",8.0,8,8,8,4,4,5,5,0.7272727272727273,1,True,False,False,8.0,0.0
AE,landing_region_6fa1e5de30e2::landing_region_8dc97f28b4d0,"Al Seeb, Oman -> Sharjah, United Arab Emirates",2.0,2,2,2,1,1,5,5,0.18181818181818182,2,False,True,False,0.0,2.0
AE,landing_region_1392e3aea9b8::landing_region_af2b1cb46785,"Fujairah, United Arab Emirates -> Tuas, Singapore",1.0,1,1,1,1,1,5,5,0.09090909090909091,3,False,False,True,0.0,1.0
AL,landing_region_6c6f20567c17::landing_region_ac34543a7a05,"Bari, Italy -> Durres, Albania",5.0,5,5,5,2,2,2,2,1.0,1,True,False,False,0.0,5.0
AU,landing_region_149acfcae34c::landing_region_58084817cbe7,"Melbourne, VIC, Australia -> Paddington, NSW, Australia",78.0,78,78,77,33,16,42,22,0.609375,1,True,False,False,78.0,0.0
AU,landing_region_58084817cbe7::landing_region_b204db5c9fda,"Paddington, NSW, Australia -> Adelaide, SA, Australia",19.0,19,19,17,7,6,42,22,0.1484375,2,False,True,False,19.0,0.0
AU,landing_region_3996aeca3c5e::landing_region_b204db5c9fda,"Perth, WA, Australia -> Adelaide, SA, Australia",17.0,17,17,17,6,5,42,22,0.1328125,3,False,False,True,17.0,0.0
AU,landing_region_3996aeca3c5e::landing_region_58084817cbe7,"Perth, WA, Australia -> Paddington, NSW, Australia",14.0,14,14,14,5,5,42,22,0.109375,4,False,False,False,14.0,0.0
AX,landing_region_3c99e4792a25::landing_region_3eb4f4d89687,"Stavsnas, Sweden -> Hamnäs, Finland",3.0,3,3,3,1,1,1,1,1.0,1,True,False,False,0.0,3.0
BH,landing_region_05a5445633a9::landing_region_ca49ab31c10b,"Al Khobar, Saudi Arabia -> Amwaj Island, Bahrain",3.0,3,3,3,1,1,1,1,1.0,1,True,False,False,3.0,0.0
BJ,landing_region_8afa8229a8fd::landing_region_c40dbe766ade,"Cotonou, Benin -> Lome, Togo",6.0,6,6,6,2,1,2,1,1.0,1,True,False,False,0.0,6.0
BR,landing_region_38c81e7bfa6f::landing_region_7f124bf07cd8,"Porto Alegre, Brazil -> Rio de Janeiro, Brazil",3.0,3,3,2,2,1,2,1,1.0,1,True,False,False,3.0,0.0
