country,corridor_id,corridor_label,observation_mass,raw_segment_count_with_corridor_feasible,unique_atomic_segments,unique_traceroutes,unique_probes,unique_probe_asns,group_unique_probes,group_unique_probe_asns,share_of_country_observation_mass,rank_within_country,is_top1_corridor,is_top2_corridor,is_top3_corridor,domestic_segment_mass,international_segment_mass
AE,landing_region_0074f164da96::landing_region_8dc97f28b4d0,"Mumbai, India -> Sharjah, United Arab Emirates",2.0,2,2,2,2,1,2,1,0.5,1,True,False,False,0.0,2.0
AE,landing_region_0074f164da96::landing_region_1392e3aea9b8,"Mumbai, India -> Fujairah, United Arab Emirates",1.0,1,1,1,1,1,2,1,0.25,2,False,True,False,0.0,1.0
AE,landing_region_1392e3aea9b8::landing_region_8dc97f28b4d0,"Fujairah, United Arab Emirates -> Sharjah, United Arab Emirates",1.0,1,1,1,1,1,2,1,0.25,3,False,False,True,1.0,0.0
AU,landing_region_149acfcae34c::landing_region_58084817cbe7,"Melbourne, VIC, Australia -> Paddington, NSW, Australia",32.0,32,32,31,17,9,23,12,0.6153846153846154,1,True,False,False,32.0,0.0
AU,landing_region_3996aeca3c5e::landing_region_b204db5c9fda,"Perth, WA, Australia -> Adelaide, SA, Australia",8.0,8,8,8,4,3,23,12,0.15384615384615385,2,False,True,False,8.0,0.0
AU,landing_region_58084817cbe7::landing_region_b204db5c9fda,"Paddington, NSW, Australia -> Adelaide, SA, Australia",6.0,6,6,6,3,3,23,12,0.11538461538461539,3,False,False,True,6.0,0.0
AU,landing_region_3996aeca3c5e::landing_region_58084817cbe7,"Perth, WA, Australia -> Paddington, NSW, Australia",3.0,3,3,3,2,2,23,12,0.057692307692307696,4,False,False,False,3.0,0.0
AU,landing_region_58084817cbe7::landing_region_64abd2b76b5b,"Paddington, NSW, Australia -> Takapuna, New Zealand",3.0,3,3,3,3,1,23,12,0.057692307692307696,5,False,False,False,0.0,3.0
AX,landing_region_3c99e4792a25::landing_region_3eb4f4d89687,"Stavsnas, Sweden -> Hamnäs, Finland",2.0,2,2,2,1,1,1,1,1.0,1,True,False,False,0.0,2.0
BH,landing_region_05a5445633a9::landing_region_ca49ab31c10b,"Al Khobar, Saudi Arabia -> Amwaj Island, Bahrain",7.0,7,7,5,3,2,3,2,1.0,1,True,False,False,7.0,0.0
BJ,landing_region_30beda532e6f::landing_region_8afa8229a8fd,"Lagos, Nigeria -> Cotonou, Benin",2.0,2,2,2,1,1,3,2,0.4,1,True,False,False,0.0,2.0
