country,msm_id,file_name,total_mappable_segments,total_observation_mass,unique_corridors_observed,top1_corridor_id,top1_corridor_share,top2_corridor_share,top3_corridor_share,corridor_entropy,corridor_normalized_entropy,effective_corridor_count,corridor_concentration_tier,is_corridor_concentrated,auditable_corridor_concentration,sufficient_corridor_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,unique_measurements_or_targets,domestic_segment_share,international_segment_share,analysis_scope
AE,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,4,4.0,3,landing_region_0074f164da96::landing_region_8dc97f28b4d0,0.5,0.75,1.0,1.0397207708399179,0.946394630357186,2.82842712474619,weak_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1,1,0.25,0.75,transition_near_country
AU,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,52,52.0,5,landing_region_149acfcae34c::landing_region_58084817cbe7,0.6153846153846154,0.7692307692307693,0.8846153846153847,1.1650646460736018,0.7238953656258588,3.206130140228588,weak_corridor_observation_concentration,True,True,True,True,auditable,,23,12,1,0.9423076923076923,0.057692307692307696,transition_near_country
AX,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,2,2.0,1,landing_region_3c99e4792a25::landing_region_3eb4f4d89687,1.0,1.0,1.0,-0.0,0.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,0.0,1.0,transition_near_country
BH,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,7,7.0,1,landing_region_05a5445633a9::landing_region_ca49ab31c10b,1.0,1.0,1.0,-0.0,0.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",3,2,1,1.0,0.0,transition_near_country
BJ,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,5,5.0,3,landing_region_30beda532e6f::landing_region_8afa8229a8fd,0.4,0.7,1.0,1.0888999753452238,0.9911594714322187,2.971004096610006,weak_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",3,2,1,0.0,1.0,transition_near_country
BL,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,2,2.0,2,landing_region_04a5b4bc2547::landing_region_aca2fc3e8719,0.5,1.0,1.0,0.6931471805599453,1.0,2.0,moderate_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,1.0,0.0,transition_near_country
BR,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,7,7.0,4,landing_region_7f124bf07cd8::landing_region_bd03623e84bf,0.42857142857142855,0.7142857142857142,0.8571428571428571,1.2770342594661392,0.9211854965885544,3.5859888270569544,weak_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",6,4,1,0.14285714285714285,0.8571428571428571,transition_near_country
CA,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,179,178.99999999999994,7,landing_region_82a1b23200f3::landing_region_c94f4fef1bdd,0.8335195530726258,0.922905027932961,0.9731843575418996,0.6521874413731195,0.33515804503601504,1.9197355484539973,severe_corridor_observation_concentration,True,True,True,True,auditable,,49,14,1,0.8156424581005586,0.1843575418994414,transition_near_country
CM,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,2,2.0,1,landing_region_30beda532e6f::landing_region_99a747248ab4,1.0,1.0,1.0,-0.0,0.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,0.0,1.0,transition_near_country
CN,5012,dns-root_d-root_msm5012_20260701T000000Z_010000Z.json,3,3.0,3,landing_region_271ad44782a4::landing_region_7a7da5f2aeb1,0.3333333333333333,0.6666666666666666,1.0,1.0986122886681096,0.9999999999999998,2.9999999999999996,weak_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",3,3,1,1.0,0.0,transition_near_country
