country,total_mappable_segments,unique_network_transitions_observed,top1_network_transition_key,top1_network_transition_share,top2_network_transition_share,top3_network_transition_share,network_transition_entropy,network_transition_normalized_entropy,effective_network_transition_count,network_transition_concentration_tier,country_fallback_share,sufficient_network_transition_resolution,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,domestic_segment_share,international_segment_share,analysis_scope
AE,30,2,COUNTRY_FALLBACK:AE->DJ,0.9333333333333333,1.0,1.0,0.24493002679463532,0.3533593350214213,1.2775319170740629,severe_network_transition_concentration,0.9333333333333333,False,False,insufficient_maximum_country_fallback_share,maximum_country_fallback_share,15,5,0.06666666666666667,0.9333333333333333,transition_near_country
AU,761,16,7578->7578,0.6859395532194481,0.8002628120893561,0.8528252299605782,1.2485131058493142,0.4503059165734208,3.4851570433426304,moderate_network_transition_concentration,0.1721419185282523,True,True,auditable,,260,109,0.8344283837056504,0.16557161629434955,transition_near_country
AX,2,1,3238->3238,1.0,1.0,1.0,-0.0,0.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0,transition_near_country
BJ,6,1,28683->174,1.0,1.0,1.0,-0.0,0.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",3,1,0.0,1.0,transition_near_country
BR,17,2,COUNTRY_FALLBACK:BR->BR,0.6470588235294118,1.0,1.0,0.649248354870898,0.9366673818775625,1.914101563056557,moderate_network_transition_concentration,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,maximum_country_fallback_share","minimum_mappable_segments,minimum_unique_probes,maximum_country_fallback_share",9,8,0.6470588235294118,0.35294117647058826,transition_near_country
CA,399,16,6327->6327,0.2807017543859649,0.45614035087719296,0.593984962406015,2.0663010788951883,0.7452605798764007,7.8955639693682285,broad_network_transition_distribution,0.14786967418546365,True,True,auditable,,84,18,0.8771929824561403,0.12280701754385964,transition_near_country
CM,2,1,60171->60171,1.0,1.0,1.0,-0.0,0.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0,transition_near_country
CN,23,2,9808->58453,0.9565217391304348,1.0,1.0,0.17884491271684755,0.2580186686648155,1.1958352709427176,severe_network_transition_concentration,0.0,True,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,13,7,0.043478260869565216,0.9565217391304348,transition_near_country
CO,12,3,13489->6762,0.5,0.9166666666666667,1.0,0.9184277849930976,0.8359889967247164,2.505348345611202,moderate_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",7,4,0.0,1.0,transition_near_country
CV,8,2,37575->37575,0.75,1.0,1.0,0.5623351446188083,0.8112781244591328,1.7547653506033232,moderate_network_transition_concentration,0.25,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.75,0.25,transition_near_country
CW,16,4,23520->23520,0.3125,0.625,0.9375,1.263740679332812,0.9115962055215489,3.5386336544967523,weak_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",9,7,0.0,1.0,transition_near_country
CY,8,2,35432->35432,0.5,1.0,1.0,0.6931471805599453,1.0,2.0,moderate_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",5,2,0.0,1.0,transition_near_country
