probe_country,service_id,path_scope_stratum,total_atomic_segments,uniquely_resolved_segments,bounded_candidate_set_segments,no_matched_corridor_segments,insufficiently_resolved_segments,rtt_conclusive_segments,rtt_inconclusive_segments,uniquely_resolved_share,bounded_candidate_set_share,no_matched_corridor_share,insufficiently_resolved_share
?,J-Root,all_publicly_visible,12,0,0,6,6,7,5,0.0,0.0,0.5,0.5
AD,J-Root,all_publicly_visible,26,0,0,16,10,18,8,0.0,0.0,0.6153846153846154,0.38461538461538464
AE,J-Root,all_publicly_visible,153,4,0,94,55,116,37,0.026143790849673203,0.0,0.6143790849673203,0.35947712418300654
AF,J-Root,all_publicly_visible,92,6,0,34,52,69,23,0.06521739130434782,0.0,0.3695652173913043,0.5652173913043478
AL,J-Root,all_publicly_visible,341,10,0,205,126,235,106,0.02932551319648094,0.0,0.6011730205278593,0.36950146627565983
AM,J-Root,all_publicly_visible,148,0,0,94,54,123,25,0.0,0.0,0.6351351351351351,0.36486486486486486
AO,J-Root,all_publicly_visible,99,0,0,56,43,74,25,0.0,0.0,0.5656565656565656,0.43434343434343436
AR,J-Root,all_publicly_visible,386,0,0,198,188,310,76,0.0,0.0,0.5129533678756477,0.48704663212435234
AT,J-Root,all_publicly_visible,1489,0,0,962,527,1084,405,0.0,0.0,0.6460711887172599,0.3539288112827401
AU,J-Root,all_publicly_visible,3521,199,56,2014,1252,2305,1216,0.05651803464924737,0.015904572564612324,0.5719965918773076,0.3555808009088327
AX,J-Root,all_publicly_visible,10,2,4,0,4,7,3,0.2,0.4,0.0,0.4
AZ,J-Root,all_publicly_visible,73,0,0,26,47,48,25,0.0,0.0,0.3561643835616438,0.6438356164383562
BA,J-Root,all_publicly_visible,93,0,0,57,36,73,20,0.0,0.0,0.6129032258064516,0.3870967741935484
BB,J-Root,all_publicly_visible,10,0,0,6,4,8,2,0.0,0.0,0.6,0.4
BD,J-Root,all_publicly_visible,36,0,0,2,34,27,9,0.0,0.0,0.05555555555555555,0.9444444444444444
BE,J-Root,all_publicly_visible,1521,0,0,951,570,1197,324,0.0,0.0,0.6252465483234714,0.3747534516765286
BF,J-Root,all_publicly_visible,49,2,0,23,24,34,15,0.04081632653061224,0.0,0.46938775510204084,0.4897959183673469
BG,J-Root,all_publicly_visible,684,1,0,505,178,520,164,0.0014619883040935672,0.0,0.7383040935672515,0.260233918128655
BH,J-Root,all_publicly_visible,65,0,0,14,51,50,15,0.0,0.0,0.2153846153846154,0.7846153846153846
BI,J-Root,all_publicly_visible,14,0,0,12,2,14,0,0.0,0.0,0.8571428571428571,0.14285714285714285
BJ,J-Root,all_publicly_visible,179,2,0,151,26,129,50,0.0111731843575419,0.0,0.8435754189944135,0.1452513966480447
BL,J-Root,all_publicly_visible,12,0,0,12,0,9,3,0.0,0.0,1.0,0.0
BO,J-Root,all_publicly_visible,367,2,0,263,102,264,103,0.005449591280653951,0.0,0.7166212534059946,0.2779291553133515
BR,J-Root,all_publicly_visible,960,13,0,497,450,710,250,0.013541666666666667,0.0,0.5177083333333333,0.46875
BT,J-Root,all_publicly_visible,12,0,0,10,2,9,3,0.0,0.0,0.8333333333333334,0.16666666666666666
BW,J-Root,all_publicly_visible,14,0,0,8,6,8,6,0.0,0.0,0.5714285714285714,0.42857142857142855
BY,J-Root,all_publicly_visible,329,0,0,256,73,232,97,0.0,0.0,0.7781155015197568,0.22188449848024316
CA,J-Root,all_publicly_visible,3782,26,126,2547,1083,2768,1014,0.006874669487043892,0.033315705975674244,0.6734531993654151,0.2863564251718667
CD,J-Root,all_publicly_visible,48,0,0,36,12,32,16,0.0,0.0,0.75,0.25
CG,J-Root,all_publicly_visible,38,0,0,12,26,31,7,0.0,0.0,0.3157894736842105,0.6842105263157895
CH,J-Root,all_publicly_visible,3491,0,0,2719,772,2693,798,0.0,0.0,0.7788599255227728,0.22114007447722717
CI,J-Root,all_publicly_visible,26,0,0,8,18,23,3,0.0,0.0,0.3076923076923077,0.6923076923076923
CK,J-Root,all_publicly_visible,10,0,0,8,2,8,2,0.0,0.0,0.8,0.2
CL,J-Root,all_publicly_visible,492,12,0,96,384,382,110,0.024390243902439025,0.0,0.1951219512195122,0.7804878048780488
CM,J-Root,all_publicly_visible,8,0,0,2,6,5,3,0.0,0.0,0.25,0.75
CN,J-Root,all_publicly_visible,1096,4,6,650,436,742,354,0.0036496350364963502,0.005474452554744526,0.593065693430657,0.3978102189781022
CN,J-Root,resolved_entry_only,79,0,0,43,36,49,30,0.0,0.0,0.5443037974683544,0.45569620253164556
CO,J-Root,all_publicly_visible,517,15,3,306,193,419,98,0.029013539651837523,0.005802707930367505,0.5918762088974855,0.3733075435203095
CR,J-Root,all_publicly_visible,124,4,0,24,96,108,16,0.03225806451612903,0.0,0.1935483870967742,0.7741935483870968
CU,J-Root,all_publicly_visible,16,1,0,9,6,13,3,0.0625,0.0,0.5625,0.375
CV,J-Root,all_publicly_visible,26,0,0,6,20,22,4,0.0,0.0,0.23076923076923078,0.7692307692307693
CW,J-Root,all_publicly_visible,18,0,0,16,2,14,4,0.0,0.0,0.8888888888888888,0.1111111111111111
CY,J-Root,all_publicly_visible,120,4,6,70,40,99,21,0.03333333333333333,0.05,0.5833333333333334,0.3333333333333333
CZ,J-Root,all_publicly_visible,3329,90,0,2092,1147,2210,1119,0.027035145689396214,0.0,0.628416942024632,0.34454791228597176
DE,J-Root,all_publicly_visible,17773,286,0,13044,4443,13552,4221,0.016091824677882182,0.0,0.7339222416024307,0.24998593371968716
DJ,J-Root,all_publicly_visible,50,0,0,46,4,32,18,0.0,0.0,0.92,0.08
DK,J-Root,all_publicly_visible,1641,36,5,1222,378,1079,562,0.021937842778793418,0.0030469226081657527,0.7446678854357099,0.2303473491773309
DO,J-Root,all_publicly_visible,68,4,0,27,37,56,12,0.058823529411764705,0.0,0.39705882352941174,0.5441176470588235
DZ,J-Root,all_publicly_visible,13,0,0,5,8,10,3,0.0,0.0,0.38461538461538464,0.6153846153846154
EC,J-Root,all_publicly_visible,405,14,1,152,238,322,83,0.0345679012345679,0.0024691358024691358,0.37530864197530867,0.5876543209876544
EE,J-Root,all_publicly_visible,320,10,29,227,54,234,86,0.03125,0.090625,0.709375,0.16875
EG,J-Root,all_publicly_visible,43,0,0,15,28,33,10,0.0,0.0,0.3488372093023256,0.6511627906976745
ES,J-Root,all_publicly_visible,2726,19,0,1252,1455,2153,573,0.006969919295671314,0.0,0.45928099779897286,0.5337490829053558
ET,J-Root,all_publicly_visible,16,0,0,8,8,12,4,0.0,0.0,0.5,0.5
FI,J-Root,all_publicly_visible,1063,20,27,675,341,843,220,0.01881467544684854,0.02539981185324553,0.6349952963311383,0.32079021636876764
FJ,J-Root,all_publicly_visible,16,0,0,11,5,11,5,0.0,0.0,0.6875,0.3125
FM,J-Root,all_publicly_visible,12,3,0,9,0,8,4,0.25,0.0,0.75,0.0
FR,J-Root,all_publicly_visible,15932,2,0,12659,3271,11658,4274,0.00012553351744915893,0.0,0.7945643986944514,0.20531006778809943
GB,J-Root,all_publicly_visible,4725,3,0,2980,1742,3661,1064,0.0006349206349206349,0.0,0.6306878306878307,0.36867724867724866
GB,J-Root,resolved_entry_only,2,0,0,0,2,2,0,0.0,0.0,0.0,1.0
GE,J-Root,all_publicly_visible,270,6,0,216,48,191,79,0.022222222222222223,0.0,0.8,0.17777777777777778
GF,J-Root,all_publicly_visible,8,0,0,6,2,7,1,0.0,0.0,0.75,0.25
GG,J-Root,all_publicly_visible,12,0,0,4,8,10,2,0.0,0.0,0.3333333333333333,0.6666666666666666
GH,J-Root,all_publicly_visible,20,4,0,12,4,16,4,0.2,0.0,0.6,0.2
GP,J-Root,all_publicly_visible,32,0,3,25,4,28,4,0.0,0.09375,0.78125,0.125
GQ,J-Root,all_publicly_visible,6,2,0,4,0,5,1,0.3333333333333333,0.0,0.6666666666666666,0.0
GR,J-Root,all_publicly_visible,409,0,0,199,210,321,88,0.0,0.0,0.48655256723716384,0.5134474327628362
GT,J-Root,all_publicly_visible,29,2,0,10,17,23,6,0.06896551724137931,0.0,0.3448275862068966,0.5862068965517241
GU,J-Root,all_publicly_visible,117,31,9,49,28,84,33,0.26495726495726496,0.07692307692307693,0.4188034188034188,0.23931623931623933
HK,J-Root,all_publicly_visible,972,52,4,604,312,687,285,0.053497942386831275,0.00411522633744856,0.6213991769547325,0.32098765432098764
HN,J-Root,all_publicly_visible,132,2,12,42,76,107,25,0.015151515151515152,0.09090909090909091,0.3181818181818182,0.5757575757575758
HR,J-Root,all_publicly_visible,415,0,0,217,198,297,118,0.0,0.0,0.5228915662650603,0.4771084337349398
HT,J-Root,all_publicly_visible,9,0,0,3,6,6,3,0.0,0.0,0.3333333333333333,0.6666666666666666
HU,J-Root,all_publicly_visible,625,0,0,465,160,472,153,0.0,0.0,0.744,0.256
ID,J-Root,all_publicly_visible,1023,9,74,591,349,793,230,0.008797653958944282,0.07233626588465299,0.5777126099706745,0.3411534701857282
IE,J-Root,all_publicly_visible,708,0,0,436,272,458,250,0.0,0.0,0.615819209039548,0.384180790960452
IL,J-Root,all_publicly_visible,274,2,72,90,110,198,76,0.0072992700729927005,0.26277372262773724,0.3284671532846715,0.40145985401459855
IM,J-Root,all_publicly_visible,52,2,0,36,14,42,10,0.038461538461538464,0.0,0.6923076923076923,0.2692307692307692
IN,J-Root,all_publicly_visible,1183,10,0,440,733,882,301,0.0084530853761623,0.0,0.37193575655114114,0.6196111580726965
IQ,J-Root,all_publicly_visible,118,0,0,55,63,84,34,0.0,0.0,0.4661016949152542,0.5338983050847458
IR,J-Root,all_publicly_visible,685,1,0,143,541,509,176,0.00145985401459854,0.0,0.20875912408759123,0.7897810218978102
IS,J-Root,all_publicly_visible,80,0,0,54,26,63,17,0.0,0.0,0.675,0.325
IT,J-Root,all_publicly_visible,2919,2,0,1382,1535,2278,641,0.0006851661527920521,0.0,0.473449811579308,0.5258650222679
JM,J-Root,all_publicly_visible,81,0,2,45,34,57,24,0.0,0.024691358024691357,0.5555555555555556,0.41975308641975306
JO,J-Root,all_publicly_visible,56,0,0,29,27,35,21,0.0,0.0,0.5178571428571429,0.48214285714285715
JP,J-Root,all_publicly_visible,4315,207,425,2865,818,2867,1448,0.047972190034762455,0.0984936268829664,0.6639629200463499,0.1895712630359212
KE,J-Root,all_publicly_visible,257,6,0,218,33,179,78,0.023346303501945526,0.0,0.8482490272373541,0.12840466926070038
KG,J-Root,all_publicly_visible,374,0,0,311,63,284,90,0.0,0.0,0.8315508021390374,0.16844919786096257
KH,J-Root,all_publicly_visible,78,3,0,29,46,61,17,0.038461538461538464,0.0,0.3717948717948718,0.5897435897435898
KI,J-Root,all_publicly_visible,22,0,0,12,10,13,9,0.0,0.0,0.5454545454545454,0.45454545454545453
KN,J-Root,all_publicly_visible,18,2,0,12,4,12,6,0.1111111111111111,0.0,0.6666666666666666,0.2222222222222222
KR,J-Root,all_publicly_visible,275,3,10,140,122,203,72,0.01090909090909091,0.03636363636363636,0.509090909090909,0.44363636363636366
KW,J-Root,all_publicly_visible,8,0,0,2,6,7,1,0.0,0.0,0.25,0.75
KY,J-Root,all_publicly_visible,18,3,0,11,4,15,3,0.16666666666666666,0.0,0.6111111111111112,0.2222222222222222
KZ,J-Root,all_publicly_visible,634,0,0,470,164,417,217,0.0,0.0,0.7413249211356467,0.2586750788643533
LA,J-Root,all_publicly_visible,43,0,0,43,0,30,13,0.0,0.0,1.0,0.0
LB,J-Root,all_publicly_visible,35,0,0,13,22,26,9,0.0,0.0,0.37142857142857144,0.6285714285714286
LC,J-Root,all_publicly_visible,32,0,5,11,16,22,10,0.0,0.15625,0.34375,0.5
LI,J-Root,all_publicly_visible,12,0,0,8,4,12,0,0.0,0.0,0.6666666666666666,0.3333333333333333
LK,J-Root,all_publicly_visible,217,9,0,142,66,155,62,0.041474654377880185,0.0,0.6543778801843319,0.30414746543778803
LR,J-Root,all_publicly_visible,10,0,0,2,8,6,4,0.0,0.0,0.2,0.8
LS,J-Root,all_publicly_visible,16,0,0,8,8,10,6,0.0,0.0,0.5,0.5
LT,J-Root,all_publicly_visible,311,0,0,211,100,221,90,0.0,0.0,0.6784565916398714,0.3215434083601286
LU,J-Root,all_publicly_visible,225,0,0,98,127,199,26,0.0,0.0,0.43555555555555553,0.5644444444444444
LV,J-Root,all_publicly_visible,233,0,0,133,100,167,66,0.0,0.0,0.5708154506437768,0.4291845493562232
MA,J-Root,all_publicly_visible,22,0,0,8,14,14,8,0.0,0.0,0.36363636363636365,0.6363636363636364
MD,J-Root,all_publicly_visible,366,0,0,275,91,291,75,0.0,0.0,0.7513661202185792,0.24863387978142076
ME,J-Root,all_publicly_visible,111,2,0,81,28,81,30,0.018018018018018018,0.0,0.7297297297297297,0.25225225225225223
MG,J-Root,all_publicly_visible,40,0,0,38,2,23,17,0.0,0.0,0.95,0.05
MH,J-Root,all_publicly_visible,19,0,2,11,6,13,6,0.0,0.10526315789473684,0.5789473684210527,0.3157894736842105
MK,J-Root,all_publicly_visible,87,0,0,53,34,67,20,0.0,0.0,0.6091954022988506,0.39080459770114945
ML,J-Root,all_publicly_visible,41,2,0,29,10,25,16,0.04878048780487805,0.0,0.7073170731707317,0.24390243902439024
MM,J-Root,all_publicly_visible,28,5,0,11,12,21,7,0.17857142857142858,0.0,0.39285714285714285,0.42857142857142855
MN,J-Root,all_publicly_visible,141,6,4,109,22,82,59,0.0425531914893617,0.028368794326241134,0.7730496453900709,0.15602836879432624
MP,J-Root,all_publicly_visible,16,2,2,4,8,10,6,0.125,0.125,0.25,0.5
MT,J-Root,all_publicly_visible,118,31,0,55,32,91,27,0.2627118644067797,0.0,0.4661016949152542,0.2711864406779661
MU,J-Root,all_publicly_visible,38,0,0,26,12,36,2,0.0,0.0,0.6842105263157895,0.3157894736842105
MV,J-Root,all_publicly_visible,114,2,0,68,44,82,32,0.017543859649122806,0.0,0.5964912280701754,0.38596491228070173
MW,J-Root,all_publicly_visible,8,0,0,6,2,7,1,0.0,0.0,0.75,0.25
MX,J-Root,all_publicly_visible,885,4,0,523,358,660,225,0.004519774011299435,0.0,0.5909604519774011,0.40451977401129946
